bounce,category,category_rank,country_rank,global_rank,organic_search,paid_search,ppv,time,traffic_direct,traffic_display,traffic_mail,traffic_referrals,traffic_search,traffic_social,url,visits
57.44,Vehicles,3417,97682,351676,97.42,2.58,2.56,00:01:06,24.86,0,0.27,11.5,63.26,0.11,woofersetc.com,101400
20.83,Vehicles,85378,205217,684914,62.58,37.42,2.68,00:03:01,27.61,3.64,5.42,7.89,50.35,5.09,seaeagle.com,42700
24.77,Vehicles,444,90220,351466,67.75,32.25,5.37,00:03:07,26.05,0,31.87,11.6,28.82,1.66,hotleathers.com,68800
45.03,Vehicles,1182,320914,782592,100,0,4.17,00:01:55,28.22,0,5.73,14.54,51.21,0.3,motowheels.com,24900
60.56,Vehicles,683,67720,250565,100,0,1.74,00:01:21,24.24,0,1.02,5.05,69.68,0,autobodystore.com,183800
27.21,Sports,1,195,343,79.37,20.63,8.45,00:04:42,24.37,3.83,3.84,23.16,38.65,6.15,nike.com,70200000
37.74,Sports,3,268,1122,74.93,25.07,6.65,00:04:41,29.6,0.73,4.53,10.64,53.42,1.07,dickssportinggoods.com,27000000
45.41,Sports,27,650,1824,86.74,13.26,5.73,00:03:55,28.85,1.55,3.2,16.46,43.9,6.04,adidas.com,18800000
41.45,Sports,11,997,3295,71.83,28.17,5.06,00:04:16,30.49,7.71,8.55,15.71,33.16,4.37,underarmour.com,11500000
38.66,Sports,13,934,3417,54.37,45.63,6.6,00:04:51,18.59,1.59,9.03,14.82,50.15,5.81,fanatics.com,9900000
33.65,Sports,162,2686,8546,79.56,20.44,5.08,00:04:07,30.22,1.58,3.01,13.5,49.28,2.4,lululemon.com,4600000
42.85,Sports,637,1553,5812,92.94,7.06,7.26,00:05:04,30.55,0.69,2.44,12.98,50.66,2.69,zumiez.com,5700000
43.64,Sports,6,669,2646,73,27,4.79,00:04:21,26.36,3.97,3.8,12.15,52.08,1.64,academy.com,14700000
34.85,Sports,21,1376,4961,62.26,37.74,6.25,00:05:16,24.79,1.86,4.89,18.42,47.34,2.68,nflshop.com,7100000
47.11,Sports,1145,2218,8327,97.11,2.89,4.87,00:04:48,63.49,0.16,0.99,14.89,18.66,1.8,polar.com,5200000
38.85,Sports,23,4792,19832,90.19,9.81,5.04,00:03:33,42.87,0.13,4.29,21.68,30.27,0.76,bkstr.com,1800000
48.62,Sports,1764,5528,17235,88.36,11.64,6.13,00:04:42,18.04,0.13,2.47,10.97,66.54,1.85,evo.com,2100000
47.43,Sports,7,1271,4561,74.99,25.01,5.52,00:04:30,18.74,0.32,0.9,11,68.09,0.95,summitracing.com,8200000
30.93,Sports,215,3289,11046,86.85,13.15,6.75,00:04:11,23.97,0.97,3.52,16.28,50.43,4.83,newbalance.com,3100000
37.9,Sports,343,6477,16684,79.75,20.25,5.84,00:04:28,26.72,2.37,3.65,12.37,53.39,1.51,oakley.com,2200000
38.77,Sports,104,304,5955,51.25,48.75,6.98,00:06:26,18.99,2.63,10.07,17.13,46.99,4.19,mandmdirect.com,5700000
35.13,Sports,50,3420,13736,61.24,38.76,7.61,00:05:14,13.93,1.9,7.68,12.91,62.57,1.02,fansedge.com,2200000
38.72,Sports,65,7160,18835,91.24,8.76,7.33,00:05:43,40.17,0.02,1.83,15.42,40.12,2.44,tennis-warehouse.com,1800000
48.7,Sports,91,6979,26118,78.74,21.26,5.81,00:04:52,18.31,3.72,1.77,11.47,63.49,1.24,the-house.com,1300000
46.75,Sports,317,4912,15627,87.55,12.45,5.62,00:03:48,20.04,3.32,6.21,24.66,41.59,4.18,reebok.com,2300000
45.3,Sports,105,8060,31161,92.7,7.3,5.15,00:03:01,20.69,1.61,6.56,9.91,50.96,10.28,roadrunnersports.com,1100000
48.62,Sports,123,11455,37388,96.12,3.88,6.95,00:03:22,28.23,0,1.11,10.08,58.56,2.02,tactics.com,851000
29.56,Sports,869,2024,7978,66.16,33.84,8.23,00:05:56,13.16,2.31,10.63,30.45,40.92,2.53,mlbshop.com,3800000
37.15,Sports,523,27957,32658,99.18,0.82,5.59,00:03:49,20.77,0,0.12,11.46,64.25,3.4,giant-bicycles.com,1200000
35.87,Sports,122,10725,37118,76,24,6.98,00:04:41,24.19,0.17,7.57,11.66,53.9,2.51,worldsoccershop.com,847800
49.5,Sports,119,11142,36014,76.62,23.38,4.25,00:03:36,30.24,2.95,3.66,12.25,49.12,1.79,competitivecyclist.com,1100000
38.18,Sports,2502,6285,25210,88.64,11.36,6.28,00:04:14,28.79,1.19,6.66,11.78,49.82,1.76,performancebike.com,1300000
36.04,Sports,466,9376,29435,79.32,20.68,7.13,00:05:13,31.31,0.31,2.07,15.28,49.32,1.7,jensonusa.com,1100000
60.53,Sports,1401,18588,75975,98.15,1.85,1.76,00:01:21,27.73,0.19,0.34,14.43,57.14,0.17,athleta.com,676400
39.66,Sports,159,19073,43816,100,0,6.28,00:04:18,35.59,0,0.99,10.97,44.53,7.91,redwolfairsoft.com,781100
42.57,Sports,222,17599,59545,90.07,9.93,5.89,00:05:27,33.86,0,1.67,12.73,49.74,2,danscomp.com,564900
22.98,Sports,183,12168,51178,73.61,26.39,6.96,00:05:10,24.83,0.1,4.5,23.36,46.64,0.58,golfgalaxy.com,555000
51.1,Sports,55,1504,9868,98.02,1.98,2.96,00:02:33,31.32,0.2,3.09,20.05,27.03,18.32,manutd.com,5500000
58.15,Sports,42,21388,46662,99.97,0.03,4.94,00:02:46,38.79,0.04,0.06,15.31,38.01,7.78,exrx.net,812500
39.15,Sports,228,14955,61044,69.93,30.07,6.07,00:03:55,25.06,3.37,5.73,12.79,49.11,3.95,doversaddlery.com,507200
48.69,Sports,980,19162,52045,83.72,16.28,4.6,00:02:51,23.05,1.67,2.33,35.57,35.75,1.63,quiksilver.com,732300
38.83,Sports,125,8969,37741,68.48,31.52,8.05,00:05:17,32.84,3.34,11.09,16.89,32.98,2.86,nashbar.com,785200
34.45,Sports,168,10566,45986,100,0,4.08,00:02:53,16.51,0.01,11.35,12.16,59.56,0.41,dunhamssports.com,778900
31.73,Sports,161,10958,44415,61.04,38.96,7.99,00:03:29,30.26,7.76,6.52,13.43,41.53,0.5,globalgolf.com,639500
38.42,Sports,304,10888,77949,76.28,23.72,6.07,00:04:49,24.76,1.25,1.58,15.9,55.83,0.69,scubastore.com,399500
30.31,Sports,214,14415,57128,74.01,25.99,5.98,00:04:52,51.58,1.03,9.01,9.57,26.41,2.4,rockbottomgolf.com,550200
23.68,Sports,2395,21182,81026,100,0,5.88,00:05:46,23.47,0,5.84,64.88,4.96,0.85,jackrabbitclass.com,381600
36.26,Sports,1616,24552,88750,67.79,32.21,7.12,00:03:44,41.16,0.61,4.72,12.06,33.59,7.86,swell.com,302800
39.14,Sports,207,18855,55898,100,0,5.13,00:05:19,61.32,0,0.47,13.1,23.81,1.3,bigsoccer.com,703300
38.15,Sports,387,29306,95614,82.14,17.86,4.58,00:03:58,29.67,0.02,4.83,12.2,51.39,1.89,leisurepro.com,336700
40.58,Sports,234,20831,63327,98.78,1.22,6.51,00:05:36,37.26,0.07,1.08,10.47,49.03,2.09,lancasterarchery.com,475700
36.75,Sports,219,18920,58348,93.79,6.21,7.23,00:04:31,38.56,0.22,2.97,14.97,40.7,2.59,skatewarehouse.com,547500
26.52,Sports,128,4804,19620,100,0,16.92,00:08:06,41.84,0,4.86,16.37,33.61,3.33,racingjunk.com,1200000
31.44,Sports,1625,65919,89262,75.79,24.21,4.53,00:02:48,21.78,0.56,2.28,10.06,62.03,3.29,oneill.com,416000
48.58,Sports,1032,18764,54634,83.41,16.59,4.43,00:03:18,21.24,2.45,2.37,15.32,52.04,6.58,dcshoes.com,684100
48.13,Sports,271,16921,71384,58.42,41.58,3.85,00:02:56,20.74,9.65,4.84,11.93,42.96,9.89,bowflex.com,487100
32.97,Sports,276,17624,72786,78.71,21.29,4.99,00:04:15,23.01,0.43,12.06,16,45.81,2.69,smartpakequine.com,447300
47.99,Sports,441,28396,105744,86.49,13.51,3.96,00:02:29,17.34,0,7.56,7.43,67.05,0.62,hockeygiant.com,333200
26.36,Sports,3430,364618,732385,100,0,3.7,00:03:46,28.36,0,3.3,24.89,37.66,5.79,bont.com,34700
50.93,Sports,474,32457,112975,69.69,30.31,3.35,00:02:08,10.62,3.09,4.1,11.23,59.16,11.8,peterglenn.com,326500
50.41,Sports,461,34675,110544,92.48,7.52,3.73,00:03:05,26.39,0.02,1.28,6.29,64.36,1.67,soccerpro.com,341000
29.27,Sports,1653,22394,91087,72.89,27.11,7.96,00:04:22,32.11,5.99,8.4,13.23,36.92,3.34,titlenine.com,278500
48.82,Sports,232,14794,62123,48.12,51.88,5.16,00:04:19,23.11,0.4,6.35,10.34,58.39,1.41,statelinetack.com,506500
50.05,Sports,9313,38122,112962,80.62,19.38,3.21,00:02:51,15.77,3.03,5.36,9.1,61.2,5.54,trxtraining.com,340100
30.52,Sports,118,9341,35631,60.06,39.94,41.48,00:06:50,42.63,4.52,4.65,11.9,33.89,2.41,midwestsports.com,371000
56.48,Sports,167,11228,45758,76.46,23.54,4.2,00:03:23,23.84,1.1,1.45,7.67,65.17,0.76,speedwaymotors.com,859600
46.65,Sports,245,16182,65428,61.56,38.44,4.38,00:03:49,21.8,0.67,9.5,12.85,52.95,2.22,bikesdirect.com,529900
44.55,Sports,1559,22361,79843,85.13,14.87,4.9,00:03:52,30.57,0.01,0.72,12.78,52.11,3.81,rallysportdirect.com,411100
23.94,Sports,351,20914,86384,59.39,40.61,7.59,00:04:50,15.83,1.3,16.49,25.9,35.83,4.66,packersproshop.com,302900
48.65,Sports,5995,17379,64812,96.13,3.87,6.28,00:06:35,37.85,0.24,1.84,18.91,39.72,1.44,beckett.com,480800
44.99,Sports,690,46020,154424,82.16,17.84,4.16,00:03:41,27.45,0.03,1.93,6.42,61.73,2.46,daddiesboardshop.com,201700
37.23,Sports,287,5032,74506,74.62,25.38,4.88,00:03:12,27.7,1.36,5.19,9.16,55.26,1.33,americangolf.co.uk,430600
28.08,Sports,9867,26194,109233,100,0,7.73,00:03:21,34.52,0,5.48,15.19,43.46,1.35,mden.com,235000
32.1,Sports,388,24603,95624,67.05,32.95,5.44,00:03:13,26.15,5.67,4.96,13.41,49.32,0.49,holabirdsports.com,303800
54.97,Sports,357,26134,87746,68,32,5.43,00:04:32,32.13,0.7,4.55,12.51,48.18,1.92,titleboxing.com,374900
34.41,Sports,1392,18559,75526,83.71,16.29,5.9,00:03:13,26.92,0.5,4.04,13.97,50.77,3.8,ariat.com,391900
53.55,Sports,528,29943,122617,59.12,40.88,4.37,00:02:11,20.62,0.39,2.93,11.89,62.86,1.3,sunandski.com,255300
40.52,Sports,1817,24333,101423,63.5,36.5,4.78,00:03:40,42.1,10.32,5.11,11.41,26.91,4.15,lucy.com,319400
41.94,Sports,340,6164,84575,89.03,10.97,4.52,00:04:21,20.87,1.13,0.09,14.42,62.81,0.67,ellis-brigham.com,415800
59.77,Sports,279,19251,73153,100,0,2.39,00:01:38,35.14,0.03,2.17,4.19,57.54,0.94,golfsmith.com,633900
35.34,Sports,275,18704,72199,72.74,27.26,5.28,00:04:28,25.27,4.33,17.59,13.99,37.42,1.39,callawaygolfpreowned.com,461500
55.44,Sports,7,173,610,99.79,0.21,3.06,00:04:11,42.18,0.02,2.52,16.07,34.89,4.32,cbssports.com,70800000
49.96,Sports,321,20274,81720,77.92,22.08,4.15,00:04:13,39.12,0.57,9.76,13.46,35.6,1.49,bowlingball.com,447200
43.05,Sports,471,37526,112743,83.4,16.6,5.03,00:03:40,18.22,0,4.03,24.62,49.21,3.92,mmawarehouse.com,280500
50.64,Sports,412,26646,101283,80.54,19.46,3.82,00:03:40,30.65,1.08,8.14,11.46,45.55,3.12,dacardworld.com,366500
21.37,Sports,1007,53399,216981,100,0,6.79,00:03:07,13.67,0,11.16,13.66,59.04,2.48,sportsbasement.com,107000
35.45,Sports,855,55244,186384,81.02,18.98,4.03,00:02:32,12.11,0.03,8.92,4.88,72.72,1.34,golfdiscount.com,150700
48.08,Sports,3036,106290,179628,96.5,3.5,3.69,00:02:54,21.65,0.41,0.19,6.48,68.67,2.61,everlast.com,196300
28.64,Sports,473,28138,112963,58.08,41.92,7.8,00:04:34,35.25,1.35,11.01,7.47,44.74,0.17,budgetgolf.com,208900
38.83,Sports,411,11370,101153,74.93,25.07,6.33,00:04:14,28.24,0,15.32,16.18,35,5.25,lovell-rugby.co.uk,299300
42.99,Sports,2,1566,5878,98.8,1.2,3.45,00:03:35,58.02,0.18,3.79,12.13,20.35,5.55,nascar.com,8200000
38.86,Sports,572,31680,191056,100,0,4.84,00:03:06,38.19,0,1,17.86,34.19,8.75,racecarsdirect.com,168100
30.71,Sports,197,12729,53751,39.07,60.93,6.47,00:04:24,42.88,5.99,5.74,10.77,34.39,0.24,tgw.com,543600
30.49,Sports,2222,32562,127477,83.29,16.71,9.66,00:03:05,26.2,0.52,0.63,17.14,47.92,7.61,rawlings.com,165000
39.96,Sports,2033,26418,107619,94.24,5.76,4.06,00:03:21,33.11,0.32,2.23,18.94,43.01,2.39,bsnsports.com,329400
27.36,Sports,550,55849,127336,98.05,1.95,5.79,00:03:23,16.25,0.04,7.26,33.62,36.86,5.96,ufcstore.com,238700
48.22,Sports,12684,13919,141586,100,0,4.34,00:02:12,16.33,0,0.04,9.31,73.96,0.36,jack-wolfskin.com,216700
37.74,Sports,590,32806,137548,99.52,0.48,3.81,00:01:47,18.7,0,13.25,11.01,56.83,0.2,mcsports.com,248000
42.31,Sports,756,7033,167699,85.37,14.63,6.14,00:03:34,34.7,0.88,3.27,24,34.82,2.33,all4cycling.com,145900
32.12,Sports,444,31129,106234,73.01,26.99,8.49,00:05:11,31.22,5.87,6.87,7.08,48.65,0.31,baseballexpress.com,226600
46.43,Sports,8,20623,84713,65.31,34.69,3.84,00:02:50,25.21,0.83,6.27,9.76,57.06,0.87,overtons.com,412000
38.98,Sports,583,38352,135624,91.67,8.33,7.53,00:03:36,34.41,0,1.57,14.24,48.09,1.69,inlinewarehouse.com,188400
59.2,Sports,988,85171,212398,95.55,4.45,2.06,00:01:21,33.36,0,0.27,8.6,47.67,10.09,dragondoor.com,183300
52.75,Sports,375,23110,92771,67.15,32.85,5.25,00:04:40,32.09,0.02,6.86,10.19,50.05,0.78,horse.com,329900
37.84,Sports,1126,60868,237873,88.6,11.4,5.23,00:02:17,48.88,0,6.88,14.59,24.55,5.11,steinersports.com,100400
37.71,Sports,673,41710,150431,98.15,1.85,4.34,00:03:27,34.04,0.3,6.19,17.61,40.19,1.67,nrs.com,216900
29.57,Sports,1506,108293,318626,92.29,7.71,6.04,00:09:55,19.2,0,2.43,12.32,66.05,0,cleanlinesurf.com,67300
38.16,Sports,1977,112060,420963,84.64,15.36,2.71,00:05:26,18.64,0.06,0.18,17,63.37,0.75,gophersport.com,81500
45.23,Sports,641,35402,145334,64.17,35.83,4.43,00:02:49,24.82,1.69,1.68,8.52,62.25,1.04,nrsworld.com,217100
39.2,Sports,218,13854,58288,51.91,48.09,6.44,00:04:50,28.41,11.31,1.38,12.38,46.03,0.49,epicsports.com,499200
42.79,Sports,1170,72537,245123,88.92,11.08,4.53,00:02:58,37.52,1.31,1.97,9.45,48.12,1.64,centurymartialarts.com,117600
37.64,Sports,544,39555,125540,72.44,27.56,4.74,00:03:41,42.54,0.2,3.4,15.05,35.72,3.1,probikekit.com,297000
24.91,Sports,5149,131463,322397,67.14,32.86,4.22,00:02:43,31.26,3.94,3.59,6.72,43.07,11.43,icejerseys.com,75800
43.79,Sports,774,42977,171134,34.06,65.94,2.41,00:01:55,10.72,2.35,0.12,28.27,58.48,0.05,soletreadmills.com,229500
36.55,Sports,798,43304,175474,71.79,28.21,5.92,00:03:24,35.39,0.41,7.89,12.38,42.91,1.02,bowling.com,143000
15.06,Sports,2564,131246,506618,85.26,14.74,3.41,00:02:45,14.76,0,2.4,76.73,6.11,0,rentskis.com,40500
46.57,Sports,634,36151,144278,71.48,28.52,4.29,00:03:11,27.34,0.04,10.01,7.08,55.11,0.42,sstack.com,229000
62.55,Sports,5302,46197,183698,56.27,43.73,2.79,00:01:23,21.63,1.05,6.83,4.86,47.21,18.42,clarktoys.com,191300
49.74,Sports,1509,99562,319439,97.63,2.37,3.45,00:02:03,18.97,0,1.47,8.62,70.1,0.84,soccercorner.com,90600
44.73,Sports,1229,74048,259106,91.08,8.92,4.03,00:02:01,22.37,0.61,2.9,12.69,59.2,2.23,performbetter.com,109000
50.21,Sports,656,39723,146912,81.39,18.61,3.41,00:02:40,20.2,0,2.72,15.49,56.28,5.32,enjukuracing.com,267600
31.07,Sports,1037,67894,223178,87.98,12.02,4.28,00:01:48,16.6,0,3.81,8.82,69.45,1.32,ogio.com,132400
20.56,Sports,817,53649,180337,80.42,19.58,5.68,00:03:11,26.46,0.04,1.82,16.02,55.01,0.65,pearlizumi.com,148000
25,Sports,2651,156718,564415,81.31,18.69,4.01,00:02:34,21.41,0,6.62,9.68,60.23,2.06,jackssurfboards.com,36500
11.39,Sports,1155,70322,241702,100,0,1.38,00:01:08,35.19,0,0,4.32,59.68,0.81,airsplat.com,34020
22.06,Sports,1479,76383,311585,60.97,39.03,7.35,00:02:22,8.85,3.44,15.92,7.11,64.29,0.41,lacrosseunlimited.com,66900
40.05,Sports,3710,74833,224592,90.07,9.93,4.17,00:02:05,12.73,0.31,19.67,11.09,55.1,1.1,kswiss.com,137800
28.25,Sports,1264,72517,265137,92.77,7.23,4.65,00:03:26,20.1,0.65,15.04,12.45,34.74,17.03,ebbets.com,92200
22.72,Sports,423,15839,103302,86.15,13.85,17.2,00:11:08,40.49,0.13,9.06,14.53,32.51,3.28,dartscorner.co.uk,181300
30.03,Sports,958,52215,207646,66.09,33.91,6.14,00:05:38,54.78,0.42,3.52,7.53,32.09,1.68,golfballs.com,108000
32.82,Sports,1734,96447,366501,100,0,5.85,00:03:49,49,0,0.07,2.82,45.32,2.79,soccerbox.com,69700
54.1,Sports,42,70356,196281,94.26,5.74,3.03,00:01:45,21.99,0,3.65,11,62.81,0.55,butterflyonline.com,211600
37.94,Sports,681,46242,152488,100,0,6.17,00:03:41,35.87,0,0.99,11.17,48.58,3.39,universalcycles.com,157800
29.3,Sports,23656,64967,263267,95.57,4.43,7.12,00:02:51,23.9,0,4.14,9.33,56.2,6.44,uclastore.com,73200
43.82,Sports,976,70233,210368,87.89,12.11,2.89,00:01:45,22.42,0.2,3.11,6.64,65.14,2.49,trisports.com,163300
32.71,Sports,646,18960,145708,73.79,26.21,6.26,00:03:49,26.27,5.11,3.27,11.17,48.41,5.77,wetsuitoutlet.co.uk,186900
33.06,Sports,531,30071,122816,52.14,47.86,5.26,00:03:29,18.87,0.02,28.1,7.47,43.82,1.72,biketiresdirect.com,229700
39.56,Sports,20934,78212,234327,79.89,20.11,4.76,00:02:57,12.8,0.06,11.05,12.78,41.81,21.5,discstore.com,122200
43.1,Sports,3296,56848,168982,94.77,5.23,6.4,00:03:23,23.62,0,4.69,21.11,45.44,5.14,gkelite.com,185000
32.96,Sports,630,35712,144008,58.38,41.62,10.65,00:06:44,24.28,0,20.71,15.15,36.1,3.76,horseloverz.com,133500
39.38,Sports,1108,4596,234911,85.07,14.93,4.05,00:02:51,24.71,0.9,7.1,16.1,49.62,1.56,lornajane.com.au,118200
44.25,Sports,633,35443,144074,82.54,17.46,5.56,00:03:09,20.87,16.5,11.48,14.51,35.31,1.33,chicksaddlery.com,193500
32.36,Sports,801,45021,176937,61.61,38.39,4.8,00:03:16,25.22,0.04,8.81,10,54.98,0.95,ozonebilliards.com,163900
51.62,Sports,1060,67629,227915,82.62,17.38,2.96,00:02:03,25.43,0.35,3.94,12.26,54.2,3.81,sklz.com,154800
26,Sports,768,33888,170041,100,0,9.3,00:03:15,16.44,0,4.14,16.31,58.75,4.36,oneills.com,132500
36.97,Sports,1152,244397,241366,100,0,3.94,00:03:08,17.52,0.31,1.68,13.12,65.94,1.44,campagnolo.com,108500
32.21,Sports,722,12943,159703,63.04,36.96,4.85,00:02:44,22.38,4.67,8.23,6.5,56.34,1.89,onlinegolf.co.uk,184600
33.91,Sports,951,54642,205054,91.78,8.22,4.85,00:03:12,22.78,0.79,8.51,8.65,56.54,2.73,pooldawg.com,142200
43.95,Sports,1131,83440,238289,92.35,7.65,2.55,00:02:13,16.98,0,0.68,7.19,73.4,1.76,nycewheels.com,155400
53.06,Sports,23,8811,35272,97.92,2.08,2.69,00:02:23,42.98,0.02,1.84,17.75,28.83,8.57,giants.com,1400000
27.74,Sports,4709,76171,292766,94.07,5.93,4.91,00:02:06,20.29,0.47,6.07,13.32,54.04,5.82,teamusashop.com,92100
28.9,Sports,2739,39308,159153,82.49,17.51,5.57,00:04:17,36.97,1.98,5.55,12.01,41.96,1.52,rods.com,169200
57.61,Sports,1982,121694,421474,97.51,2.49,2.2,00:01:16,9.32,0,1.54,3.6,85.4,0.14,everythingtrackandfield.com,88500
32.27,Sports,4044,54248,204455,77.64,22.36,4.72,00:02:23,29.67,1.1,2.63,11.57,54.58,0.46,russellathletic.com,146800
25.78,Sports,37,25991,109509,99.54,0.46,7,00:03:28,11.23,0,10.98,7.85,69.25,0.68,wrigleyvillesports.com,239800
23.6,Sports,119,14440,364835,100,0,6.05,00:02:22,27.56,0,5.5,6.01,57.62,3.3,greenhawk.com,68900
30.05,Sports,1059,80832,227787,99.67,0.33,7.11,00:04:28,6.08,1.17,8.13,57.84,16.27,10.51,ironmanstore.com,83500
22.18,Sports,977,64218,210607,100,0,4.83,00:02:52,13.99,0,2.19,6.04,76.74,1.04,stillen.com,130600
41.3,Sports,1361,25418,286353,96.61,3.39,5.07,00:02:11,27.22,0,0.49,15.3,54.74,2.25,blitzsport.com,88500
31.88,Sports,957,56944,206337,75.45,24.55,5.71,00:02:39,27.14,0,12.03,8.6,51.93,0.3,carlsgolfland.com,125400
23.44,Sports,44467,117078,484279,79.46,20.54,9.3,00:05:43,19.62,3.65,12.73,4.83,48.44,10.72,pennstateclothes.com,26000
31.73,Sports,676,83847,247970,100,0,4.65,00:04:35,22.29,0,0.63,9.01,67.6,0.46,wilwood.com,112700
17.34,Sports,1000,25057,214590,86.87,13.13,6.86,00:04:09,17.15,0,5.04,10.09,65.91,1.81,rugbystore.co.uk,106400
55.23,Sports,557,56083,207847,70.67,29.33,2.92,00:01:32,13.72,1.93,0.14,10.12,73.63,0.45,pegasusautoracing.com,177100
35.99,Sports,358,20851,88236,58.95,41.05,6.52,00:06:33,14.17,0.71,6.26,8.62,70.04,0.2,buggiesunlimited.com,335000
24.29,Sports,2672,83274,569385,88.61,11.39,3.96,00:03:11,13.87,0,31.99,13.36,38.56,2.22,toffs.com,38000
20.09,Sports,13912,48311,155283,100,0,8.03,00:08:03,36.1,0.17,3.75,13.51,45.46,1.01,klim.com,167000
48.95,Sports,582,56097,198042,86.4,13.6,3.98,00:01:52,12.18,0,0.15,7.87,79.51,0.29,treadmilldoctor.com,170000
42.39,Sports,1094,60742,233564,72.92,27.08,2.88,00:01:49,18.31,0.04,10.98,6.38,63.52,0.77,coloradocyclist.com,145800
31.4,Sports,1084,62169,231312,82.47,17.53,5.02,00:03:02,22.44,1.31,0,13.45,62.75,0.05,golfworks.com,115200
34.64,Sports,32138,112719,354307,100,0,3.15,00:01:42,36.15,0,0,7.44,51.02,5.39,airsoftatlanta.com,90000
31.83,Sports,3844,200989,830052,91.78,8.22,3.8,00:01:46,17.53,0,8.03,0.44,66.45,7.55,lions-pride.com,24200
43.77,Sports,1386,98960,291166,91.91,8.09,7.48,00:02:33,27.41,0,9.32,9.83,50.38,3.06,powermusic.com,88000
32.38,Sports,7089,125333,345833,99.9,0.1,5.34,00:01:54,21.85,0.26,0.79,8.67,68.35,0.07,hockeyworld.com,65400
21.03,Sports,1504,84711,318407,42.04,57.96,4,00:01:35,25.58,7.08,12.84,13.92,40.34,0.23,outdoorplay.com,97100
38.2,Sports,1582,90269,335838,68.7,31.3,3.47,00:01:58,14.89,1.73,14.18,9.7,59.5,0,power-systems.com,85900
56.52,Sports,755,43444,167354,92.28,7.72,3.46,00:02:26,37.32,0,6.43,20.26,33.94,2.05,gopowersports.com,228200
55.65,Sports,1633,21081,88708,99.59,0.41,2.44,00:02:15,27.47,0,2.8,13.07,54.83,1.82,msuspartans.com,515400
43.28,Sports,1363,74887,286934,81.99,18.01,3.22,00:01:49,30.76,0,15.08,14.83,38.74,0.6,excelsports.com,100800
35.64,Sports,964,18156,208234,74.54,25.46,6.46,00:04:32,32.31,0,0,9,55,3.7,reddragondarts.com,148000
20.67,Sports,2063,67056,439230,92.6,7.4,8.33,00:08:09,44.48,0,2.76,12.13,34.37,6.25,leonpaul.com,32700
52.78,Sports,5236,112238,328958,96.08,3.92,3.21,00:01:42,11.15,0,2.16,6.52,79.85,0.32,winterkids.com,94800
52.71,Sports,5401,332145,1220469,,,3.53,00:02:26,33.76,0,0,11.55,54.69,0,golfio.com,12400
50.68,Sports,961,55902,208027,80.65,19.35,3.36,00:02:05,32.6,0,1.88,10.41,52.96,2.15,ringside.com,164800
45.53,Sports,2426,136974,515558,77.45,22.55,4.55,00:03:27,2.04,2.43,35.99,4.65,52.47,2.42,golflocker.com,36800
27.21,Sports,1,195,343,79.37,20.63,8.45,00:04:42,24.37,3.83,3.84,23.16,38.65,6.15,nike.com,70200000
63.39,Sports,132,158947,173068,100,0,4.49,00:01:28,12.14,0,0.12,6.1,80.7,0.93,fullspeedahead.com,195100
44.34,Sports,2171,132012,464222,76.75,23.25,2.14,00:00:56,22.22,0,1.49,2.48,72.78,1.03,buckmans.com,76600
42.97,Sports,84,27607,262728,91.94,8.06,3.16,00:03:10,28.45,0.69,4.07,8.21,55.3,3.29,simplyscuba.com,132500
60.08,Sports,1806,163954,382331,100,0,2.28,00:01:07,16.09,0,0,4.17,79.58,0.16,badmintonalley.com,107400
35.66,Sports,2180,157892,465675,95.64,4.36,3.81,00:02:34,16.19,0,0.88,4.71,69.08,9.14,karatemart.com,53000
31.67,Sports,53,46592,181711,100,0,5.18,00:03:19,30.79,0,0.81,11.51,49.88,7,innovadiscs.com,163400
26.13,Sports,106,37028,336147,92.77,7.23,4.61,00:02:41,27.75,0,8.34,9.44,54.36,0.11,golfsupport.com,73300
50.76,Sports,8873,240885,429990,100,0,2.47,00:01:44,14.13,0,0,14.42,68.33,3.11,rollerblade.com,82200
58.43,Sports,1601,214288,473680,100,0,1.56,00:00:52,47.86,0,0,5.52,45.9,0.72,linear-software.com,78000
54.91,Sports,30,98813,363696,71.97,28.03,3.82,00:02:12,21.31,1.19,0.25,4.05,71.13,2.07,allvolleyball.com,77200
29.1,Sports,1132,78872,238334,94.08,5.92,3.76,00:01:59,19.19,0,2.8,4.67,72.81,0.54,sportsmith.net,134400
22.56,Sports,1178,21060,246886,100,0,4.44,00:02:26,10.69,0,0,8.13,80.24,0.94,jjbsports.com,112200
31.68,Sports,151,70649,276616,90,10,4.25,00:01:35,14.95,0,4.65,9.33,26.71,44.36,hendrickmotorsports.com,97600
29.75,Sports,3849,10709,235120,50.26,49.74,6.52,00:03:16,25.36,2.64,5.48,4.74,60.34,1.45,rugbyshop.com,92400
19.64,Sports,2834,51496,597188,99.73,0.27,4.47,00:02:58,24.41,2.48,0,11.19,59.34,2.58,snowboard-asylum.com,47000
41.13,Sports,1253,69928,263139,100,0,3.08,00:01:13,18.7,0,0.17,1.49,79.23,0.41,airrattle.com,128000
39.85,Sports,1422,12851,301318,100,0,3.54,00:02:41,20.66,0,0.84,9,65.55,3.95,thehockeyshop.com,100000
15.16,Sports,23796,90074,264743,99.82,0.18,9.23,00:04:16,27.93,0,1.37,16.56,46.74,7.4,hayabusafight.com,72500
51.67,Sports,1714,116061,363257,100,0,1.77,00:00:59,26.09,0,0,6.17,63.99,3.76,huntersfriend.com,118800
